"Time","receive-packets","transmit-packets","total-packets"
1724514000000,1.2072860974361688,0.729986942635823,1.9372730400719917
1724514030000,1.858784721313192,1.4137235908579207,3.2725083121711127
1724514060000,1.4112568487464718,1.4112568487464718,2.8225136974929437
1724514090000,1.4223445744436796,1.4223445744436796,2.844689148887359
1724514120000,1.4847809948032666,1.4022931617586407,2.8870741565619076
1724514150000,1.8532246108228314,1.4472801722616397,3.300504783084471
1724514180000,1.6666666666666665,1.3636363636363635,3.0303030303030303
1724514210000,1.1941911027352259,1.1941911027352259,2.3883822054704518
1724514240000,1.405506703185815,1.4235260198933255,2.8290327230791403
1724514270000,1.559371630987217,1.4823656245187125,3.0417372555059297
1724514300000,1.5612595924847845,1.4289494575284467,2.990209050013231
1724514330000,1.4575842969585073,1.4381498396657273,2.8957341366242346
1724514360000,1.430523528909386,1.430523528909386,2.861047057818772
1724514390000,1.373959427786309,1.373959427786309,2.747918855572618
1724514420000,1.836793265091361,1.4541280015306608,3.290921266622022
1724514450000,1.838235294117647,1.4023650697392358,3.240600363856883
1724514480000,1.5291028155436626,1.4626200844330686,2.991722899976731
1724514510000,1.4432286336560916,1.4432286336560916,2.886457267312183
1724514540000,1.4452607491268217,1.4452607491268217,2.8905214982536434
1724514570000,1.5423642820903094,1.461187214611872,3.0035514967021815
1724514600000,1.597307396103711,1.4832140106677316,3.0805214067714424
1724514630000,1.4205422765734048,1.4205422765734048,2.8410845531468096
1724514660000,1.3995419680831729,1.3995419680831729,2.7990839361663458
1724514690000,1.4573991031390134,1.382660687593423,2.8400597907324365
1724514720000,1.4386347851969443,1.3890266891556704,2.827661474352615
1724514750000,1.4527652291587891,1.4527652291587891,2.9055304583175783
1724514780000,1.405610218175151,1.405610218175151,2.811220436350302
1724514810000,1.292882888656937,1.19885504220916,2.4917379308660967
1724514840000,1.5161061668110578,1.4570370953768608,2.973143262187919
1724514870000,1.4369312147275035,1.4369312147275035,2.873862429455007
1724514900000,1.514045475437316,1.514045475437316,3.028090950874632
1724514930000,1.5041363750313361,1.4270011763117803,2.9311375513431166
1724514960000,1.535397128392398,1.452402689019836,2.9877998174122338
1724514990000,1.4033470875311562,1.4033470875311562,2.8066941750623124
1724515020000,1.4692742976273203,1.4692742976273203,2.9385485952546406
1724515050000,1.5628699976320153,1.4681506038361354,3.0310206014681507
1724515080000,1.4785088182490231,1.4573872637026084,2.9358960819516318
1724515110000,1.472781858348596,1.472781858348596,2.945563716697192
1724515140000,1.463358865896879,1.463358865896879,2.926717731793758
1724515170000,1.5396653120977308,1.4387036522880436,2.9783689643857745
1724515200000,1.5599983578964656,1.4778931811650726,3.037891539061538
1724515230000,1.474899061595472,1.474899061595472,2.949798123190944
1724515260000,1.4021836673646426,1.4021836673646426,2.8043673347292852
1724515290000,1.5806794330284262,1.4770283226659064,3.0577077556943326
1724515320000,1.1575778596172603,1.1575778596172603,2.3151557192345207
1724515350000,1.4875628448227165,1.4875628448227165,2.975125689645433
1724515380000,1.2511080662627934,1.2511080662627934,2.5022161325255867
1724515410000,1.4995386035066134,1.4226391879421718,2.922177791448785
1724515440000,1.4751785179800743,1.4537991191687687,2.9289776371488427
1724515470000,1.5274121738000064,1.5274121738000064,3.0548243476000128
1724515500000,1.4330133838042451,1.4330133838042451,2.8660267676084903
1724515530000,1.5640521632532285,1.4795088030773784,3.043560966330607
1724515560000,1.6051364365971108,1.5147062148169919,3.1198426514141024
1724515590000,1.444818262502838,1.444818262502838,2.889636525005676
1724515620000,1.442585112521639,1.442585112521639,2.885170225043278
1724515650000,1.573546685578777,1.484896168081381,3.058442853660158
1724515680000,1.5743590948610098,1.4803675071081137,3.0547266019691235
1724515710000,1.1450673936089655,1.1450673936089655,2.290134787217931
1724515740000,1.4664906877841326,1.4664906877841326,2.932981375568265
1724515770000,1.5193128031321217,1.441399326048423,2.9607121291805445
1724515800000,1.5010342492082962,1.4278130663200865,2.9288473155283827
1724515830000,1.4537260816630626,1.417382929621486,2.8711090112845485
1724515860000,1.0728683542809936,1.0728683542809936,2.145736708561987
1724515890000,1.5102138144821557,1.4042338976763906,2.9144477121585464
1724515920000,1.5074332051148767,1.403472294417299,2.9109054995321757
1724515950000,1.4285714285714284,1.3932980599647267,2.821869488536155
1724515980000,1.185684821633183,1.185684821633183,2.371369643266366
1724516010000,1.5686090885678832,1.428136632875237,2.99674572144312
1724516040000,1.2102800535432054,1.2102800535432054,2.420560107086411
1724516070000,1.4149813875525175,1.4149813875525175,2.829962775105035
1724516100000,1.4603437728178712,1.4800781481262208,2.9404219209440923
1724516130000,1.5655960273000809,1.4922087135203896,3.0578047408204707
1724516160000,1.5277080194207266,1.443997990959317,2.9717060103800437
1724516190000,1.457629364606109,1.457629364606109,2.915258729212218
1724516220000,1.4889641480789442,1.4889641480789442,2.9779282961578883
1724516250000,1.6044430731255785,1.3884603517432892,2.9929034248688677
1724516280000,1.3356166185123135,1.2534248266038635,2.5890414451161767
1724516310000,1.401946231238661,1.401946231238661,2.803892462477322
1724516340000,1.4306401242214355,1.4131932934382472,2.843833417659683
1724516370000,1.4943041782297348,1.397271439383648,2.891575617613383
1724516400000,1.4082806904599043,1.3680440993039071,2.7763247897638115
1724516430000,1.4357133700807587,1.4357133700807587,2.8714267401615174
1724516460000,1.151017467325414,1.151017467325414,2.302034934650828
1724516490000,1.476130107844329,1.4066651615928312,2.8827952694371604
1724516520000,1.491320514604999,1.4117834204927324,2.9031039350977315
1724516550000,1.1868032196059586,1.1868032196059586,2.373606439211917
1724516580000,1.3749484394335214,1.3749484394335214,2.749896878867043
1724516610000,1.5213553209871906,1.4462266631606626,2.967581984147853
1724516640000,1.4249935227567148,1.4034027118058554,2.82839623456257
1724516670000,1.4932686250262488,1.4932686250262488,2.9865372500524976
1724516700000,1.3961448387677895,1.3961448387677895,2.792289677535579
1724516730000,1.4560557597746695,1.360576693559937,2.8166324533346065
1724516760000,1.5540556212743255,1.4612761811982464,3.0153318024725717
1724516790000,1.3954617158111882,1.3954617158111882,2.7909234316223763
1724516820000,1.245467805717303,1.245467805717303,2.490935611434606
1724516850000,1.5338678010471203,1.4520615183246073,2.985929319371728
1724516880000,1.4871468026343746,1.416330288223214,2.9034770908575886
1724516910000,1.3708618929561034,1.3708618929561034,2.741723785912207
1724516940000,1.3794430899525216,1.3794430899525216,2.7588861799050433
1724516970000,1.5056461731493098,1.4143948899281396,2.9200410630774494
1724517000000,1.5197903129887005,1.431686526728486,2.9514768397171864
1724517030000,1.2431078920752994,1.2431078920752994,2.4862157841505987
1724517060000,1.3741297178453646,1.3741297178453646,2.7482594356907293
1724517090000,1.4815729366010246,1.3992633290120788,2.8808362656131035
1724517120000,1.4769975786924936,1.380145278450363,2.8571428571428568
1724517150000,1.3856380488718287,1.3856380488718287,2.7712760977436575
1724517180000,1.406367006995306,1.406367006995306,2.812734013990612
1724517210000,1.5385301462718517,1.4493399928647879,2.9878701391366396
1724517240000,1.2610979399178548,1.2342660688557727,2.4953640087736275
1724517270000,1.4080618442849253,1.4080618442849253,2.8161236885698506
1724517300000,1.4365490449983813,1.4365490449983813,2.8730980899967626
1724517330000,1.5511163337250296,1.45710928319624,3.0082256169212696
1724517360000,1.5638389031705229,1.4781491002570695,3.0419880034275923
1724517390000,1.4634965571843286,1.4634965571843286,2.926993114368657
1724517420000,1.4494275811364352,1.4494275811364352,2.8988551622728704
1724517450000,1.53742225535186,1.4442451489668988,2.9816674043187588
1724517480000,1.4704218979753423,1.3950156467971195,2.865437544772462
1724517510000,1.4428888975548881,1.4428888975548881,2.8857777951097763
1724517540000,1.4697569248162805,1.4697569248162805,2.939513849632561
1724517570000,1.4799095300589171,1.3682182447714517,2.8481277748303686
1724517600000,1.4941841754402094,1.4941841754402094,2.988368350880419
1724517630000,1.431475872370441,1.431475872370441,2.862951744740882
1724517660000,1.4057331863285556,1.4057331863285556,2.811466372657111
1724517690000,1.5677925094357883,1.4903706571179716,3.0581631665537596
1724517720000,1.8907563025210088,1.3918067226890758,3.2825630252100844
1724517750000,1.637836261246102,1.503219582239573,3.141055843485675
1724517780000,1.5275992473779316,1.4158236926917416,2.943422940069673
1724517810000,1.5793571349126905,1.490379268157046,3.0697364030697365
1724517840000,1.6610828007545257,1.4640051803260228,3.1250879810805485
1724517870000,1.4015039215157803,1.4015039215157803,2.8030078430315606
1724517900000,1.4372059142007758,1.4372059142007758,2.8744118284015516
1724517930000,1.5699724650983047,1.473358774938409,3.0433312400367134
1724517960000,1.5443654062149008,1.450767502807937,2.995132909022838
1724517990000,1.3643765101376195,1.2961576846307385,2.660534194768358
1724518020000,1.4975233268056676,1.4975233268056676,2.995046653611335
1724518050000,1.5342423719387068,1.4575302533417716,2.991772625280478
1724518080000,1.533713990058577,1.4598000628268382,2.9935140528854154
1724518110000,1.290993640263172,1.290993640263172,2.581987280526344
1724518140000,1.5108348441681774,1.5108348441681774,3.0216696883363547
1724518170000,1.4570179698882955,1.3645088924350703,2.821526862323366
1724518200000,1.5364188163884673,1.460546282245827,2.9969650986342944
1724518230000,1.5630474034548738,1.4822001239658287,3.0452475274207025
1724518260000,1.4028306004114968,1.4028306004114968,2.8056612008229935
1724518290000,1.5180117937839364,1.4401650351283497,2.9581768289122863
1724518320000,1.4390945899799992,1.3659202887945754,2.805014878774575
1724518350000,1.4618159526560253,1.4618159526560253,2.9236319053120505
1724518380000,1.4471018496592734,1.4471018496592734,2.8942036993185467
1724518410000,1.52114390021296,1.4342213916293625,2.9553652918423223
1724518440000,1.5522064795596064,1.4800108293475318,3.0322173089071383
1724518470000,1.2085233972706642,1.2085233972706642,2.4170467945413283
1724518500000,1.508922323303009,1.508922323303009,3.017844646606018
1724518530000,1.3042507141626618,1.226384999884294,2.530635714046956
1724518560000,1.5260703688003392,1.5260703688003392,3.0521407376006784
1724518590000,1.5202702702702702,1.5202702702702702,3.0405405405405403
1724518620000,1.4794186754851621,1.4794186754851621,2.9588373509703243
1724518650000,1.5691744398919014,1.481998082120129,3.0511725220120303
1724518680000,1.5474020838348062,1.4786286578865926,3.0260307417213985
1724518710000,1.4986678507992897,1.4986678507992897,2.9973357015985793
1724518740000,1.5695451172878263,1.483933565435763,3.0534786827235894
1724518770000,1.6582337684425357,1.509417917428462,3.1676516858709975
1724518800000,1.6162269182593236,1.5354155723463574,3.1516424906056812
1724518830000,1.4613100760809055,1.4613100760809055,2.922620152161811
1724518860000,1.54066545936157,1.4595778036056979,3.0002432629672677
1724518890000,1.6038492381716118,1.4337440159412893,3.037593254112901
1724518920000,1.562657525960278,1.4618409113821955,3.0244984373424737
1724518950000,1.5246100912705771,1.5246100912705771,3.0492201825411542
1724518980000,1.470730527334301,1.470730527334301,2.941461054668602
1724519010000,1.5716442293773394,1.4889261120416901,3.0605703414190293
1724519040000,1.503938887562664,1.456194795894008,2.960133683456672
1724519070000,1.2278447473456702,1.2278447473456702,2.4556894946913403
1724519100000,1.428121000797522,1.428121000797522,2.856242001595044
1724519130000,1.5483416908595056,1.442772939209994,2.9911146300694993
1724519160000,1.3869224768123898,1.3869224768123898,2.7738449536247796
1724519190000,1.4361586819856924,1.4361586819856924,2.872317363971385
1724519220000,1.380915744412223,1.380915744412223,2.761831488824446
1724519250000,1.6987542468856172,1.5463019426779334,3.2450561895635506
1724519280000,1.6768876964354158,1.6289766193944037,3.3058643158298198
1724519310000,1.5424288434193718,1.5424288434193718,3.0848576868387436
1724519340000,1.6198704103671706,1.6198704103671706,3.239740820734341
1724519370000,1.7259364627785683,1.6500711237553345,3.3760075865339028
1724519400000,1.7156606339575269,1.6319698713254522,3.347630505282979
