"Time","receive-packets","transmit-packets","total-packets"
1724514000000,3.4716100410961497,3.0107768498002003,6.4823868908963505
1724514030000,6.170696903081492,5.746461490994639,11.91715839407613
1724514060000,5.741990258724698,5.607936011439296,11.349926270163994
1724514090000,5.88452435237661,5.88452435237661,11.76904870475322
1724514120000,5.788219271365339,5.709646159084361,11.4978654304497
1724514150000,6.463363169935366,5.841458809941585,12.304821979876952
1724514180000,6.370542262308719,5.888920510519057,12.259462772827776
1724514210000,4.62011429530611,4.53402520905817,9.15413950436428
1724514240000,5.865049717575299,5.792864490282064,11.657914207857363
1724514270000,5.979740282922041,5.935115355437548,11.91485563835959
1724514300000,5.914174398071586,5.774028085321075,11.688202483392661
1724514330000,5.888212506917543,5.866076369673491,11.754288876591033
1724514360000,5.889485536116404,5.867833015763035,11.75731855187944
1724514390000,5.903089213825327,5.861371268851296,11.764460482676622
1724514420000,6.297896624816566,5.829121147888472,12.127017772705038
1724514450000,5.182796550510384,4.644324181626188,9.82712073213657
1724514480000,6.0520760028149185,5.876143560872625,11.928219563687543
1724514510000,5.958980044345897,5.982076866223207,11.941056910569104
1724514540000,5.64988037243089,5.707532212965899,11.357412585396789
1724514570000,5.936135371179039,5.958879184861717,11.895014556040756
1724514600000,5.9749741205528215,5.847847011604889,11.82282113215771
1724514630000,5.877167205406993,5.759623861298853,11.636791066705847
1724514660000,5.719846204965111,5.814781411686524,11.534627616651635
1724514690000,6.003971498656699,5.980609741852588,11.984581240509286
1724514720000,5.92131233826045,5.7677968331944385,11.689109171454888
1724514750000,5.8196721311475414,5.922131147540984,11.741803278688526
1724514780000,5.7386456796196095,5.847953216374269,11.586598895993879
1724514810000,5.958975894594998,5.869142087138792,11.82811798173379
1724514840000,5.917937927406628,5.8803637183437285,11.798301645750357
1724514870000,5.710771393428219,5.681485386282434,11.392256779710653
1724514900000,5.930408472012103,5.990922844175492,11.921331316187594
1724514930000,5.897718460471001,5.856903799844904,11.754622260315905
1724514960000,5.912563117690217,5.8909844201803985,11.803547537870616
1724514990000,5.7017808026661845,5.782087574534723,11.483868377200906
1724515020000,5.857704805883358,5.921840259962374,11.779545065845731
1724515050000,5.937622341119665,5.915872808734612,11.853495149854277
1724515080000,5.851095587796287,5.831193902123511,11.682289489919798
1724515110000,5.779163158972492,5.779163158972492,11.558326317944983
1724515140000,5.9102656441977715,5.9738168876837685,11.884082531881539
1724515170000,5.76549041400389,5.76549041400389,11.53098082800778
1724515200000,5.7871122959880354,5.76543771810044,11.552550014088474
1724515230000,5.647253277013843,5.716122219416451,11.363375496430294
1724515260000,5.788909907240694,5.834491875014243,11.623401782254938
1724515290000,5.961929845564468,5.8661558721417455,11.828085717706212
1724515320000,5.85727206167363,5.878806150135665,11.736078211809295
1724515350000,5.775472132069203,5.877692877769543,11.653165009838746
1724515380000,5.810957297460593,5.91758036713877,11.728537664599363
1724515410000,5.890287002100016,5.924433593416538,11.814720595516555
1724515440000,5.876510511504717,5.959278265187883,11.835788776692599
1724515470000,5.138004990178904,5.184293323423759,10.322298313602662
1724515500000,5.774523294672695,5.8728130528798905,11.647336347552585
1724515530000,5.8765915768854065,5.856603170161307,11.733194747046714
1724515560000,5.738615327656423,5.738615327656423,11.477230655312846
1724515590000,5.894661056989223,6.007154588611155,11.90181564560038
1724515620000,5.954947186893727,6.035783574046131,11.990730760939858
1724515650000,5.882469448790825,5.823050565469706,11.705520014260532
1724515680000,5.945629504957741,5.96392374958838,11.909553254546122
1724515710000,5.813639067654535,5.921799794494619,11.735438862149152
1724515740000,5.798671722947892,5.87893015509942,11.677601878047312
1724515770000,5.918487075956794,5.883976947234013,11.802464023190806
1724515800000,5.953433539640436,5.953433539640436,11.906867079280872
1724515830000,5.07302105984213,4.889658852859885,9.962679912702015
1724515860000,5.928321207221773,5.700308853097859,11.628630060319631
1724515890000,5.803206809095989,5.695740016334953,11.498946825430941
1724515920000,4.870467824426245,4.764009511324033,9.634477335750278
1724515950000,5.835833106081266,5.781292609762749,11.617125715844015
