"Time","request","limit","usage"
1724514000000,0.25,0.3,0.01495479945588913
1724514030000,0.25,0.3,0.04128957750596819
1724514060000,0.25,0.3,0.041390598505121445
1724514090000,0.25,0.3,0.04133877062978495
1724514120000,0.25,0.3,0.04062678075015574
1724514150000,0.25,0.3,0.04054165452767122
1724514180000,0.25,0.3,0.0437480490918018
1724514210000,0.25,0.3,0.04038488390733383
1724514240000,0.25,0.3,0.03956878867704542
1724514270000,0.25,0.3,0.035074005241951915
1724514300000,0.25,0.3,0.043922226601327476
1724514330000,0.25,0.3,0.03995700592468818
1724514360000,0.25,0.3,0.03688439264193808
1724514390000,0.25,0.3,0.029155516249999996
1724514420000,0.25,0.3,0.03776425489990563
1724514450000,0.25,0.3,0.040047122552286915
1724514480000,0.25,0.3,0.04002167628299522
1724514510000,0.25,0.3,0.03925665895085848
1724514540000,0.25,0.3,0.03997415828498985
1724514570000,0.25,0.3,0.040004238123503476
1724514600000,0.25,0.3,0.039040720312726714
1724514630000,0.25,0.3,0.03896065814710265
1724514660000,0.25,0.3,0.04142997590472065
1724514690000,0.25,0.3,0.04198941626558351
1724514720000,0.25,0.3,0.041882852775543225
1724514750000,0.25,0.3,0.03852816145359845
1724514780000,0.25,0.3,0.0375800443319743
1724514810000,0.25,0.3,0.03973671731975266
1724514840000,0.25,0.3,0.04151263735463595
1724514870000,0.25,0.3,0.04342447122766338
1724514900000,0.25,0.3,0.039103619048661206
1724514930000,0.25,0.3,0.036008185528798003
1724514960000,0.25,0.3,0.03870632628260874
1724514990000,0.25,0.3,0.0392656515062418
1724515020000,0.25,0.3,0.03864287477938623
1724515050000,0.25,0.3,0.03186459789785242
1724515080000,0.25,0.3,0.039543287366185766
1724515110000,0.25,0.3,0.041436808801983444
1724515140000,0.25,0.3,0.03201708716998335
1724515170000,0.25,0.3,0.04242974189068281
1724515200000,0.25,0.3,0.043129451872053644
1724515230000,0.25,0.3,0.04029747160038413
1724515260000,0.25,0.3,0.03870449094156061
1724515290000,0.25,0.3,0.03814232072833492
1724515320000,0.25,0.3,0.04241164349573996
1724515350000,0.25,0.3,0.04027888103556382
1724515380000,0.25,0.3,0.03994819196010077
1724515410000,0.25,0.3,0.0407044453708398
