"time","receive_packets","transmit_packets","total_packets"
1724514000000,1.2121121443697633,0.6464598103305405,1.8585719547003037
1724514030000,1.8716508986488218,1.4357869907443017,3.3074378893931238
1724514060000,1.4362888012347796,1.4362888012347796,2.8725776024695593
1724514090000,1.4764565043894653,1.4764565043894653,2.9529130087789306
1724514120000,1.5191704846877263,1.4227152158186642,2.9418857005063908
1724514150000,1.8211885872181865,1.4234577463314562,3.2446463335496425
1724514180000,1.8437427978796959,1.4247103438161286,3.2684531416958245
1724514210000,1.447178002894356,1.4238364222025115,2.8710144250968677
1724514240000,1.4636084220210344,1.4636084220210344,2.9272168440420687
1724514270000,1.5841914370283905,1.4799683161712596,3.0641597531996503
1724514300000,1.5946137491141033,1.4680571023590157,3.062670851473119
1724514330000,1.509221599774896,1.4836415726600671,2.992863172434963
1724514360000,1.3994835708513196,1.3994835708513196,2.798967141702639
1724514390000,1.529109014284116,1.4918136724723083,3.0209226867564243
1724514420000,1.8634393205311783,1.4711363056825093,3.3345756262136876
1724514450000,1.6732013085932622,1.423469769997253,3.096671078590515
1724514480000,1.572131893591494,1.406644325845021,2.978776219436515
1724514510000,1.2458596779632438,1.2458596779632438,2.4917193559264876
1724514540000,1.1856841871811932,1.209397870924817,2.39508205810601
1724514570000,1.4820962769741521,1.422812425895186,2.904908702869338
1724514600000,1.4699563536036544,1.3794975010741988,2.8494538546778534
1724514630000,1.4217613113657273,1.4217613113657273,2.8435226227314545
1724514660000,1.427688636024633,1.427688636024633,2.855377272049266
1724514690000,1.4528035181404115,1.3742735982409298,2.827077116381341
1724514720000,1.4890402259837519,1.4014496244552959,2.8904898504390477
1724514750000,1.4125540743356582,1.4125540743356582,2.8251081486713163
1724514780000,1.4393403430021225,1.4393403430021225,2.878680686004245
1724514810000,1.5667500816015667,1.4797084104014797,3.0464584920030466
1724514840000,1.5157539012026637,1.4660570519829044,2.981810953185568
1724514870000,1.4684619555394904,1.4684619555394904,2.936923911078981
1724514900000,1.4633617574794044,1.4633617574794044,2.926723514958809
1724514930000,1.5156814737087558,1.4379542186467684,2.9536356923555243
1724514960000,1.4242985329725109,1.4242985329725109,2.8485970659450217
1724514990000,1.4345260650679372,1.4345260650679372,2.8690521301358745
1724515020000,1.4868357847061784,1.4868357847061784,2.9736715694123568
1724515050000,1.5134170240012417,1.4358058945652807,2.949222918566522
1724515080000,1.526299311208516,1.4675954915466498,2.9938948027551655
1724515110000,1.4743158657079303,1.4743158657079303,2.9486317314158605
1724515140000,1.1457532271354023,1.1457532271354023,2.2915064542708046
1724515170000,1.58424156820828,1.5078925769693268,3.0921341451776065
1724515200000,1.5720046476659149,1.480873943453398,3.052878591119313
1724515230000,1.4126561145535685,1.4126561145535685,2.825312229107137
1724515260000,1.4725432048266693,1.4725432048266693,2.9450864096533387
1724515290000,1.5277342525853963,1.4493889062989658,2.9771231588843623
1724515320000,1.409784787541027,1.409784787541027,2.819569575082054
1724515350000,1.3934603464430724,1.3934603464430724,2.7869206928861447
1724515380000,1.4656376668880389,1.4656376668880389,2.9312753337760777
1724515410000,1.5866539734348792,1.4959880320957433,3.0826420055306225
1724515440000,1.527156434718554,1.455290249555328,2.982446684273882
1724515470000,1.4271697440014273,1.4271697440014273,2.8543394880028545
1724515500000,1.4329254423872992,1.4329254423872992,2.8658508847745985
1724515530000,1.3634282783216978,1.279524999655747,2.642953277977445
1724515560000,1.5418549371479964,1.520440285243163,3.0622952223911595
1724515590000,1,1,2
1724515620000,1.4391940513312547,1.4391940513312547,2.8783881026625093
1724515650000,1.5021808770564495,1.4297866179211989,2.9319674949776484
1724515680000,1.528799272787373,1.4668209238905874,2.9956201966779603
1724515710000,1.144731398410805,1.144731398410805,2.28946279682161
1724515740000,1.401288281161713,1.401288281161713,2.802576562323426
1724515770000,1.5201999167013742,1.4369012911286962,2.9571012078300702
1724515800000,1.5569048731122528,1.4531112149047691,3.010016088017022
1724515830000,1.4682234496259525,1.4216131813838588,2.8898366310098114
1724515860000,1.5124172896794705,1.4780441694594826,2.9904614591389533
1724515890000,1.5050907481186366,1.416555998229305,2.9216467463479416
1724515920000,1.2237533307955843,1.0962790255043775,2.320032356299962
1724515950000,1.430466871216519,1.430466871216519,2.860933742433038
1724515980000,1.428597593362516,1.428597593362516,2.857195186725032
1724516010000,1.5832286946552383,1.4194464158978,3.0026751105530383
1724516040000,1.5463120457708366,1.480041529523515,3.0263535752943516
1724516070000,1.5096544839173098,1.5096544839173098,3.0193089678346197
1724516100000,1.4548144495130069,1.4548144495130069,2.9096288990260137
1724516130000,1.542177629134151,1.4678558156819028,3.0100334448160537
1724516160000,1.516645180859938,1.440812921816941,2.957458102676879
1724516190000,1.4675436987342436,1.4675436987342436,2.9350873974684872
1724516220000,1.4849755415793149,1.441299790356394,2.9262753319357087
1724516250000,1.6195141457562732,1.479556133160052,3.099070278916325
1724516280000,1.558682281573848,1.4744291852725588,3.0331114668464068
1724516310000,1.1549421088295082,1.1549421088295082,2.3098842176590164
1724516340000,1.4500258933195238,1.4500258933195238,2.9000517866390476
1724516370000,1.548762181610236,1.4296266291786794,2.9783888107889154
1724516400000,1.528244217199351,1.4527753669672843,2.9810195841666354
1724516430000,1.415571284125379,1.415571284125379,2.831142568250758
1724516460000,1.422004051737572,1.422004051737572,2.844008103475144
1724516490000,1.4515631520693848,1.3789849944659156,2.8305481465353006
1724516520000,1.458704762786821,1.458704762786821,2.917409525573642
1724516550000,1.394417260350379,1.394417260350379,2.788834520700758
1724516580000,1.4105596666739002,1.4105596666739002,2.8211193333478004
1724516610000,1.4818535727740803,1.3813889237724477,2.863242496546528
1724516640000,1.4608314565706984,1.4608314565706984,2.9216629131413967
1724516670000,1.3991232161178992,1.3991232161178992,2.7982464322357985
1724516700000,1.4383043149129446,1.4383043149129446,2.8766086298258893
1724516730000,1.4956311825981998,1.3906746083807824,2.886305790978982
1724516760000,1.5377951050465668,1.4728178470868527,3.0106129521334193
1724516790000,1.4700019932230415,1.494917281243771,2.9649192744668125
1724516820000,1.4356252583037872,1.4356252583037872,2.8712505166075744
1724516850000,1.489778464424642,1.3794245040968907,2.869202968521533
1724516880000,1.4534883720930234,1.4534883720930234,2.906976744186047
1724516910000,1.3841149738171585,1.3841149738171585,2.768229947634317
