"time","receive_packets","transmit_packets","total_packets"
1724514000000,1.4715934976185545,0.9690981569683164,2.440691654586871
1724514030000,1.6314147514239103,1.4310655714244827,3.062480322848393
1724514060000,1.4342973907576235,1.4342973907576235,2.868594781515247
1724514090000,1.3949257050439707,1.3949257050439707,2.7898514100879415
1724514120000,1.1576773134170242,1.1576773134170242,2.3153546268340484
1724514150000,2.007988301285549,1.4623393063709975,3.4703276076565466
1724514180000,1.789785037397087,1.4318280299176696,3.2216130673147565
1724514210000,1.4836096458176338,1.4836096458176338,2.9672192916352675
1724514240000,1.4472912184627418,1.4472912184627418,2.8945824369254836
1724514270000,1.551619739630639,1.4191643960036333,2.9707841356342723
1724514300000,1.6190586330519254,1.4744998265294322,3.0935584595813577
1724514330000,1.423638456412431,1.423638456412431,2.847276912824862
1724514360000,1.471014793022003,1.471014793022003,2.942029586044006
1724514390000,1.4905097920833175,1.4150409418512506,2.905550733934568
1724514420000,1.9006081946222793,1.5004801536491679,3.401088348271447
1724514450000,1.6724984045245483,1.408419709073304,3.0809181135978525
1724514480000,1.521454891239748,1.4263639605372638,2.947818851777012
1724514510000,1.4013177303569675,1.4013177303569675,2.802635460713935
1724514540000,1.3724010155767514,1.3724010155767514,2.744802031153503
1724514570000,1.5198834062044555,1.4366021236727045,2.9564855298771597
1724514600000,1.5387456145749985,1.4566791817976652,2.9954247963726637
1724514630000,1.3890697573468767,1.3890697573468767,2.7781395146937533
1724514660000,1.4070686686538427,1.4070686686538427,2.8141373373076854
1724514690000,1.5028006739833326,1.41172184525707,2.9145225192404025
1724514720000,1.1884847108689072,1.1884847108689072,2.3769694217378143
1724514750000,1.1876322316207184,1.1876322316207184,2.375264463241437
1724514780000,1.4260912698412698,1.4260912698412698,2.8521825396825395
1724514810000,1.511747538161127,1.4277615638188421,2.939509101979969
1724514840000,1.5519917227108124,1.4620211880609102,3.0140129107717226
1724514870000,1.4757678912260679,1.4757678912260679,2.9515357824521358
1724514900000,1.4608915386741421,1.4608915386741421,2.9217830773482842
1724514930000,1.5625697575784634,1.4732800571454083,3.0358498147238717
1724514960000,1.4819785812152224,1.4540167211922939,2.935995302407516
1724514990000,1.4218346406312947,1.4218346406312947,2.8436692812625894
1724515020000,1.3971802362504764,1.3971802362504764,2.7943604725009528
1724515050000,1.4645687032934018,1.389462615945022,2.854031319238424
1724515080000,1.5443313953488373,1.4534883720930234,2.997819767441861
1724515110000,1.4179889005696404,1.4179889005696404,2.835977801139281
1724515140000,1.49505563742765,1.49505563742765,2.9901112748553
1724515170000,1.551619739630639,1.4759309718437785,3.027550711474418
1724515200000,1.5001013581998783,1.4190147982971824,2.9191161564970605
1724515230000,1.3848843281040704,1.3848843281040704,2.7697686562081407
1724515260000,1.414497357123359,1.414497357123359,2.828994714246718
1724515290000,1.5515903801396433,1.4699277285533463,3.0215181086929896
1724515320000,1.4342137199090932,1.4342137199090932,2.8684274398181864
1724515350000,1.4179369018078696,1.4179369018078696,2.835873803615739
1724515380000,1.4615876495843612,1.4615876495843612,2.9231752991687223
1724515410000,1.5795519816197587,1.4838215584912886,3.0633735401110473
1724515440000,1.5237220563985892,1.4402304368698993,2.963952493268488
1724515470000,1.4353171218771452,1.4353171218771452,2.8706342437542904
1724515500000,1.4742949541066248,1.4742949541066248,2.9485899082132496
1724515530000,1.556852932999722,1.4456491520711705,3.0025020850708923
1724515560000,1.5575340447475323,1.4733430153017197,3.030877060049252
1724515590000,1.4597228772260773,1.4597228772260773,2.9194457544521546
1724515620000,1.3953907093986317,1.3953907093986317,2.7907814187972635
1724515650000,1.5170889230835916,1.430398127478815,2.9474870505624065
1724515680000,1.4826140338684644,1.4594481895892697,2.942062223457734
1724515710000,1.42548596112311,1.42548596112311,2.85097192224622
1724515740000,1.422789157365387,1.422789157365387,2.845578314730774
1724515770000,1.5894163569642148,1.4959212771427903,3.085337634107005
1724515800000,1.514629948364888,1.4228341939185312,2.937464142283419
1724515830000,1.2332782517357108,1.2120148336023364,2.4452930853380472
1724515860000,1.4520393567682368,1.4086948983572447,2.8607342551254815
1724515890000,1.4578894246944039,1.3831258644536653,2.841015289148069
1724515920000,1.4847662977847287,1.3659849939619504,2.850751291746679
1724515950000,1.3887135462694102,1.3887135462694102,2.7774270925388205
1724515980000,1.3988110106409553,1.3988110106409553,2.7976220212819105
