time,namespace,pod,container,cpu-limit,cpu-request,cpu-usage,memory-limit,memory-request,memory-usage,receive-packets,receive-packets-dropped,total-packets,total-packets-dropped,transmit-packets,transmit-packets-dropped,label
1724969986.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.24,536870912,104857600,112717824,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,7.16931900531e-05,536870912,104857600,112717824,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,7.52257489842e-05,536870912,104857600,112717824,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.0,536870912,104857600,112717824,0.0,0,0.0,0,0.0,0,0
1724970042.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.0,536870912,104857600,112717824,0.1335916104468639,0,0.1335916104468639,0,0.0,0,0
1724969986.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,0.0,536870912,104857600,116715520,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,8.43055806599e-05,536870912,104857600,116715520,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,0.0001243788333335,536870912,104857600,116715520,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,0.0001084541491064,536870912,104857600,116715520,0.0826907572406094,0,0.0826907572406094,0,0.0,0,0
1724970042.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,0.0,536870912,104857600,116715520,0.1227521021297489,0,0.1227521021297489,0,0.0,0,0
1724969986.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,0.0,314572800,104857600,29020160,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,0.0,314572800,104857600,29020160,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,4.4339807075e-06,314572800,104857600,29020160,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,3.1646287729e-06,314572800,104857600,29020160,0.104808070221407,0,0.104808070221407,0,0.0,0,0
1724970042.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,0.0,314572800,104857600,29020160,0.1140586134712473,0,0.1140586134712473,0,0.0,0,0
1724969986.0,free5gc,mongodb-0,mongodb,0.3,0.1,0.0427407426404005,314572800,262144000,194576384,0.2670583522499666,0,0.623136155249922,0,0.0,0,0
1724970000.0,free5gc,mongodb-0,mongodb,0.3,0.1,0.0414769402621772,314572800,262144000,194576384,0.2888086642599278,0,0.6979542719614922,0,0.0,0,0
1724970014.0,free5gc,mongodb-0,mongodb,0.3,0.1,0.039844379664861,314572800,262144000,194580480,0.3377237419790612,0,0.6942099140680702,0,0.0,0,0
1724970028.0,free5gc,mongodb-0,mongodb,0.3,0.1,0.0415511528630665,314572800,262144000,194588672,0.3466520707900019,0,0.7297938332421092,0,0.0,0,0
1724970042.0,free5gc,mongodb-0,mongodb,0.3,0.1,0.0422691085476793,314572800,262144000,194588672,0.3229421933473908,0,0.6648809863034517,0,0.0,0,0
1724969986.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0005403637022317,419430400,157286400,214036480,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0004365887300653,419430400,157286400,214036480,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0004733133789962,419430400,157286400,214036480,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0004395890486731,419430400,157286400,214040576,0.0857816856101222,0,0.0857816856101222,0,0.0,0,0
1724970042.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0004746473075774,419430400,157286400,214040576,0.1061317625832471,0,0.1061317625832471,0,0.0,0,0
1724969986.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.2495684665923057,262144000,209715200,103227392,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.2137860352786972,262144000,209715200,35819520,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.1405450857256426,262144000,209715200,35819520,0.0728371906695558,0,0.0728371906695558,0,0.0,0,0
1724970028.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.0291926064955993,262144000,209715200,35819520,0.0955201069825198,0,0.0955201069825198,0,0.0,0,0
1724970042.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.0,262144000,209715200,35819520,0.1165365342034727,0,0.1165365342034727,0,0.0,0,0
1724969986.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,1.0,0.1,0.0002397692958943,1610612736,1048576000,1589731328,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,1.0,0.1,0.0002374395835578,1610612736,1048576000,1589731328,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,1.0,0.1,0.0002406926020085,1610612736,1048576000,1589731328,0.0860159559598305,0,0.0860159559598305,0,0.0,0,0
1724970028.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,1.0,0.1,0.0002331587399761,1610612736,1048576000,1589731328,0.1362537043975883,0,0.1362537043975883,0,0.0,0,0
1724970042.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,1.0,0.1,0.0002378290065058,1610612736,1048576000,1589731328,0.0816126662858075,0,0.0816126662858075,0,0.0,0,0
1724969986.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,1.0,0.1,0.000239874130669,314572800,262144000,119267328,0.1803955171713983,0,0.4509887929284957,0,0.0,0,0
1724970000.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,1.0,0.1,0.0002411564578714,314572800,262144000,119267328,0.1999511230588078,0,0.510986203372509,0,0.0,0,0
1724970014.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,1.0,0.1,0.0002403825348548,314572800,262144000,119267328,0.2641256425364188,0,0.5282512850728377,0,0.0,0,0
1724970028.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,1.0,0.1,0.0002307696423878,314572800,262144000,119267328,0.2691177756643601,0,0.5113237737622842,0,0.0,0,0
1724970042.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,1.0,0.1,0.0002251490895037,314572800,262144000,119267328,0.2851513894649523,0,0.5443799253421817,0,0.0,0,0
1724969986.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0004202110494863,536870912,104857600,75780096,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0005240669040262,536870912,104857600,75784192,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0005330688391273,536870912,104857600,75784192,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0005457772871374,536870912,104857600,75788288,0.0957693873153446,0,0.0957693873153446,0,0.0,0,0
1724970042.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0003313260612158,536870912,104857600,75788288,0.1061458443901921,0,0.1061458443901921,0,0.0,0,0
1724969986.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,5.0733041576e-06,536870912,104857600,50388992,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,0.0,536870912,104857600,50388992,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,6.87338501828e-05,536870912,104857600,50388992,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,0.0001061612520063,536870912,104857600,50388992,0.0924406646483788,0,0.0924406646483788,0,0.0,0,0
1724970042.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,0.0001047389541695,536870912,104857600,50388992,0.0993961682777128,0,0.0993961682777128,0,0.0,0,0
1724969986.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,3.8090603861e-06,536870912,104857600,78782464,0.200517700244267,0,0.5104086915308614,0,0.0,0,0
1724970000.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,0.0,536870912,104857600,78782464,0.2055122964857397,0,0.5251980910191125,0,0.0,0,0
1724970014.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,7.01924394947e-05,536870912,104857600,78782464,0.204276346171608,0,0.434087235614667,0,0.0,0,0
1724970028.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,9.84642771304e-05,536870912,104857600,78782464,0.2758729408055489,0,0.5714510916686372,0,0.0,0,0
1724970042.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,9.9510688043e-05,536870912,104857600,78782464,0.2914092551579438,0,0.6022457939930839,0,0.0,0,0
1724969986.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.0004740236642712,536870912,104857600,60215296,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.0004588136704598,536870912,104857600,60235776,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.000430657129717,536870912,104857600,60235776,0.0785885496483162,0,0.0785885496483162,0,0.0,0,0
1724970028.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.0004153900683034,536870912,104857600,60239872,0.1003411599438089,0,0.1003411599438089,0,0.0,0,0
1724970042.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.0005693303252883,536870912,104857600,60030976,0.1114951499609767,0,0.1114951499609767,0,0.0,0,0
1724969986.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,8.03553265408e-05,536870912,104857600,64991232,1.0456074979563128,0,1.787038269234425,0,0.0,0,0
1724970000.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,0.0,536870912,104857600,64991232,0.9484189425128792,0,1.616623197465135,0,0.0,0,0
1724970014.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,0.0,536870912,104857600,64991232,1.073601336037218,0,1.7694540538391186,0,0.0,0,0
1724970028.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,4.3307515657e-06,536870912,104857600,64991232,1.059257297671671,0,1.7518486076877635,0,0.0,0,0
1724970042.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,5.8254142095e-06,536870912,104857600,64991232,1.0652703800668053,0,1.7513767265505105,0,0.0,0,0
1724969986.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,1.2512815881e-06,536870912,104857600,113364992,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,6.91241315977e-05,536870912,104857600,113364992,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,6.99274454097e-05,536870912,104857600,113364992,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,7.06299373136e-05,536870912,104857600,113364992,0.0,0,0.0,0,0.0,0,0
1724970042.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,5.98867827961e-05,536870912,104857600,113364992,0.0,0,0.0,0,0.0,0,0
1724969986.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,0.0,536870912,104857600,117272576,0.070576610911144,0,0.070576610911144,0,0.0,0,0
1724970000.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,0.0,536870912,104857600,117272576,0.1063490375412102,0,0.1063490375412102,0,0.0,0,0
1724970014.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,8.07340213768e-05,536870912,104857600,117272576,0.0753153831670118,0,0.0753153831670118,0,0.0,0,0
1724970028.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,8.95176690735e-05,536870912,104857600,117272576,0.0293378914552926,0,0.0293378914552926,0,0.0,0,0
1724970042.0,free5gc,free5gc-amf2-76bd6bbdd7-hn6wv,amf2,0.25,0.1,0.0,536870912,104857600,117272576,0.0197491853461044,0,0.0197491853461044,0,0.0,0,0
1724969986.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,0.0,536870912,104857600,29601792,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,3.9124358831e-06,536870912,104857600,29601792,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,3.689447774e-06,536870912,104857600,29601792,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,3.2899623996e-06,536870912,104857600,29601792,0.0,0,0.0,0,0.0,0,0
1724970042.0,free5gc,free5gc-ausf-7dd7d688fb-c8npk,ausf,0.25,0.1,0.0,536870912,104857600,29601792,0.0,0,0.0,0,0.0,0,0
1724969986.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0004507367334515,536870912,104857600,214601728,0.1122397440933834,0,0.1122397440933834,0,0.0,0,0
1724970000.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0004423103199833,536870912,104857600,214601728,0.0880204207376111,0,0.0880204207376111,0,0.0,0,0
1724970014.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0004739757286213,536870912,104857600,214601728,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0004436368723634,536870912,104857600,214605824,0.0,0,0.0,0,0.0,0,0
1724970042.0,free5gc,free5gc-nrf-945897f4c-92wlm,nrf,0.25,0.1,0.0004750693984239,536870912,104857600,214605824,0.0,0,0.0,0,0.0,0,0
1724969986.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.2490639409231418,536870912,104857600,88080384,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.2063116711185309,536870912,104857600,37560320,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.1086815512754334,536870912,104857600,37560320,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.0433974961306255,536870912,104857600,37560320,0.091924438111872,0,0.091924438111872,0,0.0,0,0
1724970042.0,free5gc,free5gc-nssf-669c669b7b-2bq2j,nssf,0.25,0.1,0.0,536870912,104857600,37560320,0.1272628933218796,0,0.1272628933218796,0,0.0,0,0
1724969986.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,0.25,0.1,0.0002372172016707,536870912,104857600,1590288384,0.0851534891642185,0,0.0851534891642185,0,0.0,0,0
1724970000.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,0.25,0.1,0.0002371525967649,536870912,104857600,1590288384,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,0.25,0.1,0.0002343539967035,536870912,104857600,1590288384,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,0.25,0.1,0.0002294426196273,536870912,104857600,1590288384,0.0,0,0.0,0,0.0,0,0
1724970042.0,free5gc,free5gc-nwdaf-anlf-7f89bb7bbf-tpjcw,nwdaf-anlf,0.25,0.1,0.0001850574627118,536870912,104857600,1590288384,0.0,0,0.0,0,0.0,0,0
1724969986.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,0.25,0.1,0.0002459684212762,536870912,104857600,119824384,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,0.25,0.1,0.000240570826196,536870912,104857600,119824384,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,0.25,0.1,0.0002386091064892,536870912,104857600,119824384,0.1181614084839891,0,0.1181614084839891,0,0.0,0,0
1724970028.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,0.25,0.1,0.0001841176142658,536870912,104857600,119824384,0.0774098658874073,0,0.0774098658874073,0,0.0,0,0
1724970042.0,free5gc,free5gc-nwdaf-mtlf-677b7c8546-5jmbk,nwdaf-mtlf,0.25,0.1,0.0002226623171425,536870912,104857600,119824384,0.1004696958279958,0,0.1004696958279958,0,0.0,0,0
1724969986.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0004236239393031,536870912,104857600,76357632,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0005363024509351,536870912,104857600,76361728,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0004809977287872,536870912,104857600,76361728,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0005211806573316,536870912,104857600,76365824,0.0,0,0.0,0,0.0,0,0
1724970042.0,free5gc,free5gc-pcf-b66696fd6-vvtbr,pcf,0.25,0.1,0.0003404869872606,536870912,104857600,76365824,0.0,0,0.0,0,0.0,0,0
1724969986.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,4.8800042955e-06,536870912,104857600,50954240,0.1107573030596704,0,0.1107573030596704,0,0.0,0,0
1724970000.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,0.0,536870912,104857600,50954240,0.0994431185361972,0,0.0994431185361972,0,0.0,0,0
1724970014.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,1.991723233e-06,536870912,104857600,50954240,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,9.92771840287e-05,536870912,104857600,50954240,0.0,0,0.0,0,0.0,0,0
1724970042.0,free5gc,free5gc-smf-5469bcfc8c-bgxvq,smf1,0.25,0.1,6.34348660105e-05,536870912,104857600,50954240,0.0,0,0.0,0,0.0,0,0
1724969986.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,3.2922378109e-06,536870912,104857600,79347712,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,2.6968924411e-06,536870912,104857600,79347712,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,5.79773382633e-05,536870912,104857600,79347712,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,5.90810513603e-05,536870912,104857600,79347712,0.0800016000320006,0,0.0800016000320006,0,0.0,0,0
1724970042.0,free5gc,free5gc-udm-75d587596b-vsknh,udm,0.25,0.1,6.38703541864e-05,536870912,104857600,79347712,0.1114578689255461,0,0.1114578689255461,0,0.0,0,0
1724969986.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.0004542038778725,536870912,104857600,60764160,0.1110290166577109,0,0.1110290166577109,0,0.0,0,0
1724970000.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.0004334739446868,536870912,104857600,60792832,0.0814050511834259,0,0.0814050511834259,0,0.0,0,0
1724970014.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.0004688356581043,536870912,104857600,60792832,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.0005296564743861,536870912,104857600,60575744,0.0,0,0.0,0,0.0,0,0
1724970042.0,free5gc,free5gc-udr-747dcf47db-dg4md,udr,0.25,0.1,0.0004908311350527,536870912,104857600,60575744,0.0,0,0.0,0,0.0,0,0
1724969986.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,7.71445667168e-05,536870912,104857600,65564672,0.0,0,0.0,0,0.0,0,0
1724970000.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,0.0,536870912,104857600,65564672,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,0.0,536870912,104857600,65564672,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,3.5521061643e-06,536870912,104857600,65564672,0.0956342944579926,0,0.0956342944579926,0,0.0,0,0
1724970042.0,free5gc,free5gc-upf-5c4989cb56-q7lhm,upf1,0.25,0.1,6.0424479805e-06,536870912,104857600,65564672,0.1271334583479007,0,0.1271334583479007,0,0.0,0,0
1724969986.0,free5gc,mongodb-0,mongodb,0.25,0.1,0.0425091025879652,536870912,104857600,221343744,0.0805590800153062,0,0.0805590800153062,0,0.0,0,0
1724970000.0,free5gc,mongodb-0,mongodb,0.25,0.1,0.0413146991401129,536870912,104857600,195088384,0.0,0,0.0,0,0.0,0,0
1724970014.0,free5gc,mongodb-0,mongodb,0.25,0.1,0.0414070235228008,536870912,104857600,195096576,0.0,0,0.0,0,0.0,0,0
1724970028.0,free5gc,mongodb-0,mongodb,0.25,0.1,0.0382526855909075,536870912,104857600,195096576,0.0,0,0.0,0,0.0,0,0
1724970042.0,free5gc,mongodb-0,mongodb,0.25,0.1,0.0458400607272929,536870912,104857600,195227648,0.0,0,0.0,0,0.0,0,0
1724967129.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,7.54935009477e-05,536870912,104857600,193417216,0.0237995302631874,0,0.0237995302631874,0,0.0,0,0
1724967143.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,6.73304225954e-05,536870912,104857600,193417216,0.0270472321488773,0,0.0270472321488773,0,0.0,0,0
1724967157.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.0,536870912,104857600,193417216,0.0821372102096552,0,0.0821372102096552,0,0.0,0,0
1724967171.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,1.9826332063e-06,536870912,104857600,193417216,0.0834048182475514,0,0.0834048182475514,0,0.0,0,0
1724967185.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,4.4435824561e-06,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967199.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,5.2674446027e-06,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967213.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,3.2684483326e-06,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967227.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.0,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967241.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,9.31978959498e-05,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967255.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.0001010793049227,536870912,104857600,193417216,0.0849870452993611,0,0.0849870452993611,0,0.0,0,0
1724967269.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.000108049390165,536870912,104857600,193417216,0.0793745287137357,0,0.0793745287137357,0,0.0,0,0
1724967283.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.0,536870912,104857600,193417216,0.0990687537150782,0,0.0990687537150782,0,0.0,0,0
1724967297.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.0,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967311.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,4.0500958829e-06,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967325.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,4.9147322454e-06,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967339.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,3.9589806481e-06,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967353.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,0.0,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967367.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,5.12257233721e-05,536870912,104857600,193417216,0.0,0,0.0,0,0.0,0,0
1724967381.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,6.72057414018e-05,536870912,104857600,193417216,0.093527871305649,0,0.093527871305649,0,0.0,0,0
1724967395.0,free5gc,free5gc-amf-76bb6fcf5b-kp2lt,amf1,0.25,0.1,4.73740887764e-05,536870912,104857600,193417216,0.088725240112681,0,0.088725240112681,0,0.0,0,0
