time,pod,namespace,cpu_request,cpu_limit,cpu_usage,memory_request,memory_limit,memory_usage,receive_packets,transmit_packets,total_packets,receive_packets_dropped,transmit_packets_dropped,total_packets_dropped
1724523090000,ausf,free5gc,0.1,0.25,0.00000206507577324789,,,,,,,,,
1724523120000,ausf,free5gc,0.1,0.25,0.0000019059737736018325,,,,,,,,,
1724523150000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724523180000,ausf,free5gc,0.1,0.25,0.000003000990817592408,,,,,,,,,
1724523210000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724523240000,ausf,free5gc,0.1,0.25,0.000002836911938587164,,,,,,,,,
1724523270000,ausf,free5gc,0.1,0.25,0.0000015330024381776058,,,,,,,,,
1724523300000,ausf,free5gc,0.1,0.25,0.0000024385633270138468,,,,,,,,,
1724523330000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724523360000,ausf,free5gc,0.1,0.25,0.000002794184691873487,,,,,,,,,
1724523390000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724523420000,ausf,free5gc,0.1,0.25,0.0000028894431489868235,,,,,,,,,
1724523450000,ausf,free5gc,0.1,0.25,0.0000021286199319658075,,,,,,,,,
1724523480000,ausf,free5gc,0.1,0.25,0.0000023050652183836127,,,,,,,,,
1724523510000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724523540000,ausf,free5gc,0.1,0.25,0.000002812224572725937,,,,,,,,,
1724523570000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724523600000,ausf,free5gc,0.1,0.25,0.0000034826302506778874,,,,,,,,,
1724523630000,ausf,free5gc,0.1,0.25,0.000002728315107643816,,,,,,,,,
1724523660000,ausf,free5gc,0.1,0.25,0.0000027920400454918585,,,,,,,,,
1724523690000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724523720000,ausf,free5gc,0.1,0.25,0.0000032015148663054842,,,,,,,,,
1724523750000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724523780000,ausf,free5gc,0.1,0.25,0.0000035771299668932747,,,,,,,,,
1724523810000,ausf,free5gc,0.1,0.25,0.0000028752566736441267,,,,,,,,,
1724523840000,ausf,free5gc,0.1,0.25,0.0000020226170640302573,,,,,,,,,
1724523870000,ausf,free5gc,0.1,0.25,0.0000018693222129210445,,,,,,,,,
1724523900000,ausf,free5gc,0.1,0.25,0.0000034983164982881292,,,,,,,,,
1724523930000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724523960000,ausf,free5gc,0.1,0.25,0.000002488945838984692,,,,,,,,,
1724523990000,ausf,free5gc,0.1,0.25,0.0000028840603955059345,,,,,,,,,
1724524020000,ausf,free5gc,0.1,0.25,0.0000026937684327278404,,,,,,,,,
1724524050000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724524080000,ausf,free5gc,0.1,0.25,0.000004514972705475476,,,,,,,,,
1724524110000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724524140000,ausf,free5gc,0.1,0.25,0.0000032176633377467116,,,,,,,,,
1724524170000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724524200000,ausf,free5gc,0.1,0.25,0.000002388743079229696,,,,,,,,,
1724524230000,ausf,free5gc,0.1,0.25,0.0000015268924365637085,,,,,,,,,
1724524260000,ausf,free5gc,0.1,0.25,0.000003439564181381909,,,,,,,,,
1724524290000,ausf,free5gc,0.1,0.25,0.00000402759171022718,,,,,,,,,
1724524320000,ausf,free5gc,0.1,0.25,0.0000040161128152175706,,,,,,,,,
1724524350000,ausf,free5gc,0.1,0.25,0.0000036538290134742438,,,,,,,,,
1724524380000,ausf,free5gc,0.1,0.25,0.0000028505622544408213,,,,,,,,,
1724524410000,ausf,free5gc,0.1,0.25,0.0000021897278451400015,,,,,,,,,
1724524440000,ausf,free5gc,0.1,0.25,0.0000032733398151735005,,,,,,,,,
1724524470000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724524500000,ausf,free5gc,0.1,0.25,0.000001998529594025187,,,,,,,,,
1724524530000,ausf,free5gc,0.1,0.25,0.0000022414711199097884,,,,,,,,,
1724524560000,ausf,free5gc,0.1,0.25,0.0000027988690566243492,,,,,,,,,
1724524590000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724524620000,ausf,free5gc,0.1,0.25,0.000003263937840400968,,,,,,,,,
1724524650000,ausf,free5gc,0.1,0.25,0.0000023740407848660812,,,,,,,,,
1724524680000,ausf,free5gc,0.1,0.25,0.000002313204681360829,,,,,,,,,
1724524710000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724524740000,ausf,free5gc,0.1,0.25,0.000004840447698410955,,,,,,,,,
1724524770000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724524800000,ausf,free5gc,0.1,0.25,0.0000030267345640320223,,,,,,,,,
1724524830000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724524860000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724524890000,ausf,free5gc,0.1,0.25,0.0000031294360831603516,,,,,,,,,
1724524920000,ausf,free5gc,0.1,0.25,0.000002579194445632381,,,,,,,,,
1724524950000,ausf,free5gc,0.1,0.25,0.000003604587054930821,,,,,,,,,
1724524980000,ausf,free5gc,0.1,0.25,0.000002843477486847915,,,,,,,,,
1724525010000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724525040000,ausf,free5gc,0.1,0.25,0.0000020112205705032513,,,,,,,,,
1724525070000,ausf,free5gc,0.1,0.25,0.000001146854420426573,,,,,,,,,
1724525100000,ausf,free5gc,0.1,0.25,0.000003816010009809542,,,,,,,,,
1724525130000,ausf,free5gc,0.1,0.25,0.000002213611734671011,,,,,,,,,
1724525160000,ausf,free5gc,0.1,0.25,0.00000271138824163591,,,,,,,,,
1724525190000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724525220000,ausf,free5gc,0.1,0.25,0.0000020212795282786703,,,,,,,,,
1724525250000,ausf,free5gc,0.1,0.25,0.0000026385886312453833,,,,,,,,,
1724525280000,ausf,free5gc,0.1,0.25,0.0000026613689943718975,,,,,,,,,
1724525310000,ausf,free5gc,0.1,0.25,0.000003216627868691416,,,,,,,,,
1724525340000,ausf,free5gc,0.1,0.25,0.000002394995146275997,,,,,,,,,
1724525370000,ausf,free5gc,0.1,0.25,0.0000024675199795011227,,,,,,,,,
1724525400000,ausf,free5gc,0.1,0.25,0.0000026035444291487295,,,,,,,,,
1724525430000,ausf,free5gc,0.1,0.25,0.000001970768682226786,,,,,,,,,
1724525460000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724525490000,ausf,free5gc,0.1,0.25,0.00000392510521353153,,,,,,,,,
1724525520000,ausf,free5gc,0.1,0.25,0.000003632669836153357,,,,,,,,,
1724525550000,ausf,free5gc,0.1,0.25,0.00000350287048551063,,,,,,,,,
1724525580000,ausf,free5gc,0.1,0.25,0.0000027247909256124617,,,,,,,,,
1724525610000,ausf,free5gc,0.1,0.25,0.0000034481892243883597,,,,,,,,,
1724525640000,ausf,free5gc,0.1,0.25,0.0000034672470760364433,,,,,,,,,
1724525670000,ausf,free5gc,0.1,0.25,0.000002461189084501205,,,,,,,,,
1724525700000,ausf,free5gc,0.1,0.25,0.000002863392405109878,,,,,,,,,
1724525730000,ausf,free5gc,0.1,0.25,0.000002861479922326348,,,,,,,,,
1724525760000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724525790000,ausf,free5gc,0.1,0.25,0.000003907953136015308,,,,,,,,,
1724525820000,ausf,free5gc,0.1,0.25,0.0000017641639794542647,,,,,,,,,
1724525850000,ausf,free5gc,0.1,0.25,0.000002047157140663351,,,,,,,,,
1724525880000,ausf,free5gc,0.1,0.25,0.000004228622495619615,,,,,,,,,
1724525910000,ausf,free5gc,0.1,0.25,0.000003934828824880677,,,,,,,,,
1724525940000,ausf,free5gc,0.1,0.25,0.0000024112336297291855,,,,,,,,,
1724525970000,ausf,free5gc,0.1,0.25,0.0000013780689154846197,,,,,,,,,
1724526000000,ausf,free5gc,0.1,0.25,0.000002946168789969844,,,,,,,,,
1724526030000,ausf,free5gc,0.1,0.25,0.0000027394190172947355,,,,,,,,,
1724526060000,ausf,free5gc,0.1,0.25,0.0000036896589297698454,,,,,,,,,
1724526090000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724526120000,ausf,free5gc,0.1,0.25,0.000002827285415353603,,,,,,,,,
1724526150000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724526180000,ausf,free5gc,0.1,0.25,0.000002960373988447636,,,,,,,,,
1724526210000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724526240000,ausf,free5gc,0.1,0.25,0.000002813154366250916,,,,,,,,,
1724526270000,ausf,free5gc,0.1,0.25,0.0000033412443700631866,,,,,,,,,
1724526300000,ausf,free5gc,0.1,0.25,0.000002915751600268841,,,,,,,,,
1724526330000,ausf,free5gc,0.1,0.25,0.000002460531840570584,,,,,,,,,
1724526360000,ausf,free5gc,0.1,0.25,0.00000376932882556527,,,,,,,,,
1724526390000,ausf,free5gc,0.1,0.25,0.0000026046493814742507,,,,,,,,,
1724526420000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724526450000,ausf,free5gc,0.1,0.25,0.0000027444842952248894,,,,,,,,,
1724526480000,ausf,free5gc,0.1,0.25,0.00000234427184477902,,,,,,,,,
1724526510000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724526540000,ausf,free5gc,0.1,0.25,0.0000028203359623391195,,,,,,,,,
1724526570000,ausf,free5gc,0.1,0.25,0.0000032911741275183695,,,,,,,,,
1724526600000,ausf,free5gc,0.1,0.25,0.000003467672619831899,,,,,,,,,
1724526630000,ausf,free5gc,0.1,0.25,0.0000032351946315841843,,,,,,,,,
1724526660000,ausf,free5gc,0.1,0.25,0.000001918267306771068,,,,,,,,,
1724526690000,ausf,free5gc,0.1,0.25,0.0000018948096542388499,,,,,,,,,
1724526720000,ausf,free5gc,0.1,0.25,0.0000023977875468234893,,,,,,,,,
1724526750000,ausf,free5gc,0.1,0.25,0.0000018502926620451303,,,,,,,,,
1724526780000,ausf,free5gc,0.1,0.25,0.0000022668373418632908,,,,,,,,,
1724526810000,ausf,free5gc,0.1,0.25,0.0000018133151294476067,,,,,,,,,
1724526840000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724526870000,ausf,free5gc,0.1,0.25,0.000002008990037977355,,,,,,,,,
1724526900000,ausf,free5gc,0.1,0.25,0.0000021597456437089318,,,,,,,,,
1724526930000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724526960000,ausf,free5gc,0.1,0.25,0.000003067237953923295,,,,,,,,,
1724526990000,ausf,free5gc,0.1,0.25,0.000003017259648238798,,,,,,,,,
1724527020000,ausf,free5gc,0.1,0.25,0.000002836601307125233,,,,,,,,,
1724527050000,ausf,free5gc,0.1,0.25,0.0000020123184957081636,,,,,,,,,
1724527080000,ausf,free5gc,0.1,0.25,0.000002905459319018855,,,,,,,,,
1724527110000,ausf,free5gc,0.1,0.25,0.000002537769784244639,,,,,,,,,
1724527140000,ausf,free5gc,0.1,0.25,0.000002721709114604288,,,,,,,,,
1724527170000,ausf,free5gc,0.1,0.25,0.0000035855271242832838,,,,,,,,,
1724527200000,ausf,free5gc,0.1,0.25,0.0000032276077169237096,,,,,,,,,
1724527230000,ausf,free5gc,0.1,0.25,0.0000031671133151065714,,,,,,,,,
1724527260000,ausf,free5gc,0.1,0.25,0.000002915218817585116,,,,,,,,,
1724527290000,ausf,free5gc,0.1,0.25,0.000002483182580259563,,,,,,,,,
1724527320000,ausf,free5gc,0.1,0.25,0.000002764028424348822,,,,,,,,,
1724527350000,ausf,free5gc,0.1,0.25,0.000004056992668335264,,,,,,,,,
1724527380000,ausf,free5gc,0.1,0.25,0.000004432818073817545,,,,,,,,,
1724527410000,ausf,free5gc,0.1,0.25,0.0000034477122497055343,,,,,,,,,
1724527440000,ausf,free5gc,0.1,0.25,0.0000025113814462934512,,,,,,,,,
1724527470000,ausf,free5gc,0.1,0.25,0.0000025254704766786846,,,,,,,,,
1724527500000,ausf,free5gc,0.1,0.25,0.0000030887143632582916,,,,,,,,,
1724527530000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724527560000,ausf,free5gc,0.1,0.25,0.0000040039248891089215,,,,,,,,,
1724527590000,ausf,free5gc,0.1,0.25,0.0000038120851874171786,,,,,,,,,
1724527620000,ausf,free5gc,0.1,0.25,0.000002420724275491432,,,,,,,,,
1724527650000,ausf,free5gc,0.1,0.25,0.0000027728439678048434,,,,,,,,,
1724527680000,ausf,free5gc,0.1,0.25,0.000003563805223561724,,,,,,,,,
1724527710000,ausf,free5gc,0.1,0.25,0.00000263781546123296,,,,,,,,,
1724527740000,ausf,free5gc,0.1,0.25,0.000003122994899031566,,,,,,,,,
1724527770000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724527800000,ausf,free5gc,0.1,0.25,0.0000019927735593223965,,,,,,,,,
1724527830000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724527860000,ausf,free5gc,0.1,0.25,0.000003989609756033828,,,,,,,,,
1724527890000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724527920000,ausf,free5gc,0.1,0.25,0.0000027590077451572676,,,,,,,,,
1724527950000,ausf,free5gc,0.1,0.25,0.0000015307562851939616,,,,,,,,,
1724527980000,ausf,free5gc,0.1,0.25,0.000002437880203482947,,,,,,,,,
1724528010000,ausf,free5gc,0.1,0.25,0.000002224232723057316,,,,,,,,,
1724528040000,ausf,free5gc,0.1,0.25,0.000005737972081330435,,,,,,,,,
1724528070000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724528100000,ausf,free5gc,0.1,0.25,0.000002120906619473443,,,,,,,,,
1724528130000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724528160000,ausf,free5gc,0.1,0.25,0.000003540905019011609,,,,,,,,,
1724528190000,ausf,free5gc,0.1,0.25,0.0000027725644088084417,,,,,,,,,
1724528220000,ausf,free5gc,0.1,0.25,0.000003295309933202644,,,,,,,,,
1724528250000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724528280000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724528310000,ausf,free5gc,0.1,0.25,0.0000035752935446915022,,,,,,,,,
1724528340000,ausf,free5gc,0.1,0.25,0.000004714633209782453,,,,,,,,,
1724528370000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724528400000,ausf,free5gc,0.1,0.25,0.0000030299746460747222,,,,,,,,,
1724528430000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724528460000,ausf,free5gc,0.1,0.25,0.0000031890515594482437,,,,,,,,,
1724528490000,ausf,free5gc,0.1,0.25,0.00000475186635652579,,,,,,,,,
1724528520000,ausf,free5gc,0.1,0.25,0.0000011499178673877756,,,,,,,,,
1724528550000,ausf,free5gc,0.1,0.25,0.000002891211817815867,,,,,,,,,
1724528580000,ausf,free5gc,0.1,0.25,0.0000022737079737107927,,,,,,,,,
1724528610000,ausf,free5gc,0.1,0.25,0.000002060217086481828,,,,,,,,,
1724528640000,ausf,free5gc,0.1,0.25,0.000004231319604285085,,,,,,,,,
1724528670000,ausf,free5gc,0.1,0.25,0.000003118651839948374,,,,,,,,,
1724528700000,ausf,free5gc,0.1,0.25,0.000002752946453936223,,,,,,,,,
1724528730000,ausf,free5gc,0.1,0.25,0.000003339930237586034,,,,,,,,,
1724528760000,ausf,free5gc,0.1,0.25,0.000002641779277183768,,,,,,,,,
1724528790000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724528820000,ausf,free5gc,0.1,0.25,0.0000030935447226272473,,,,,,,,,
1724528850000,ausf,free5gc,0.1,0.25,0.0000027371349414291184,,,,,,,,,
1724528880000,ausf,free5gc,0.1,0.25,0.0000031718828213466062,,,,,,,,,
1724528910000,ausf,free5gc,0.1,0.25,0.0000030077074340337273,,,,,,,,,
1724528940000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724528970000,ausf,free5gc,0.1,0.25,0.0000024967145511600622,,,,,,,,,
1724529000000,ausf,free5gc,0.1,0.25,0.0000017636465953630975,,,,,,,,,
1724529030000,ausf,free5gc,0.1,0.25,0.0000017676943621991871,,,,,,,,,
1724529060000,ausf,free5gc,0.1,0.25,0.000002254459329538724,,,,,,,,,
1724529090000,ausf,free5gc,0.1,0.25,0.0000034040175454862913,,,,,,,,,
1724529120000,ausf,free5gc,0.1,0.25,0.000003658653035995473,,,,,,,,,
1724529150000,ausf,free5gc,0.1,0.25,0.000002322434571768788,,,,,,,,,
1724529180000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724529210000,ausf,free5gc,0.1,0.25,0.000003289749685134372,,,,,,,,,
1724529240000,ausf,free5gc,0.1,0.25,0.000002095731660829522,,,,,,,,,
1724529270000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724529300000,ausf,free5gc,0.1,0.25,0.000002795115004873914,,,,,,,,,
1724529330000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724529360000,ausf,free5gc,0.1,0.25,0.0000036573652397188084,,,,,,,,,
1724529390000,ausf,free5gc,0.1,0.25,0.0000031665930972335225,,,,,,,,,
1724529420000,ausf,free5gc,0.1,0.25,0.0000024665989848573807,,,,,,,,,
1724529450000,ausf,free5gc,0.1,0.25,0.000002414595996142836,,,,,,,,,
1724529480000,ausf,free5gc,0.1,0.25,0.0000033104510990996404,,,,,,,,,
1724529510000,ausf,free5gc,0.1,0.25,0.000002498631095732465,,,,,,,,,
1724529540000,ausf,free5gc,0.1,0.25,0.0000027365867313049933,,,,,,,,,
1724529570000,ausf,free5gc,0.1,0.25,0.000002784814934329302,,,,,,,,,
1724529600000,ausf,free5gc,0.1,0.25,0.000002967589756099135,,,,,,,,,
1724529630000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724529660000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724529690000,ausf,free5gc,0.1,0.25,0.000002235189927469922,,,,,,,,,
1724529720000,ausf,free5gc,0.1,0.25,0.0000026945785677039113,,,,,,,,,
1724529750000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724529780000,ausf,free5gc,0.1,0.25,0.000002751406929461476,,,,,,,,,
1724529810000,ausf,free5gc,0.1,0.25,0.0000014745191256225087,,,,,,,,,
1724529840000,ausf,free5gc,0.1,0.25,0.0000025615538180580617,,,,,,,,,
1724529870000,ausf,free5gc,0.1,0.25,0.000001746098149601366,,,,,,,,,
1724529900000,ausf,free5gc,0.1,0.25,0.0000031806957859654767,,,,,,,,,
1724529930000,ausf,free5gc,0.1,0.25,0.0000028980326477231633,,,,,,,,,
1724529960000,ausf,free5gc,0.1,0.25,0.000002409236050734521,,,,,,,,,
1724529990000,ausf,free5gc,0.1,0.25,0.000003056395000446964,,,,,,,,,
1724530020000,ausf,free5gc,0.1,0.25,0.0000025759778312205497,,,,,,,,,
1724530050000,ausf,free5gc,0.1,0.25,0.0000023332030365444473,,,,,,,,,
1724530080000,ausf,free5gc,0.1,0.25,0.0000017550895068538365,,,,,,,,,
1724530110000,ausf,free5gc,0.1,0.25,0.0000028623615369408886,,,,,,,,,
1724530140000,ausf,free5gc,0.1,0.25,0.000003666098151190597,,,,,,,,,
1724530170000,ausf,free5gc,0.1,0.25,0.0000031669320920583246,,,,,,,,,
1724530200000,ausf,free5gc,0.1,0.25,0.0000019360269361895597,,,,,,,,,
1724530230000,ausf,free5gc,0.1,0.25,0.0000017980612210954075,,,,,,,,,
1724530260000,ausf,free5gc,0.1,0.25,0.000003131518837557739,,,,,,,,,
1724530290000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724530320000,ausf,free5gc,0.1,0.25,0.000005163446416333947,,,,,,,,,
1724530350000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724530380000,ausf,free5gc,0.1,0.25,0.0000029633576330735316,,,,,,,,,
1724530410000,ausf,free5gc,0.1,0.25,0.00000307585669523682,,,,,,,,,
1724530440000,ausf,free5gc,0.1,0.25,0.0000022679864476713064,,,,,,,,,
1724530470000,ausf,free5gc,0.1,0.25,0.000002384547386483676,,,,,,,,,
1724530500000,ausf,free5gc,0.1,0.25,0.000001942712752423453,,,,,,,,,
1724530530000,ausf,free5gc,0.1,0.25,0.000002177229319337194,,,,,,,,,
1724530560000,ausf,free5gc,0.1,0.25,0.000003464796490659353,,,,,,,,,
1724530590000,ausf,free5gc,0.1,0.25,0.000004231857805776232,,,,,,,,,
1724530620000,ausf,free5gc,0.1,0.25,0.0000034988095240099227,,,,,,,,,
1724530650000,ausf,free5gc,0.1,0.25,0.0000021742186056359052,,,,,,,,,
1724530680000,ausf,free5gc,0.1,0.25,0.000002291333023641548,,,,,,,,,
1724530710000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724530740000,ausf,free5gc,0.1,0.25,0.000003200976829518837,,,,,,,,,
1724530770000,ausf,free5gc,0.1,0.25,0.000003790374160389879,,,,,,,,,
1724530800000,ausf,free5gc,0.1,0.25,0.000004968672302644174,,,,,,,,,
1724530830000,ausf,free5gc,0.1,0.25,0.000002565647574536299,,,,,,,,,
1724530860000,ausf,free5gc,0.1,0.25,0.000002783675389734727,,,,,,,,,
1724530890000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724530920000,ausf,free5gc,0.1,0.25,0.0000032483969757866664,,,,,,,,,
1724530950000,ausf,free5gc,0.1,0.25,0.000002814761065615829,,,,,,,,,
1724530980000,ausf,free5gc,0.1,0.25,0.0000031963310846687256,,,,,,,,,
1724531010000,ausf,free5gc,0.1,0.25,0.0000041982134234484,,,,,,,,,
1724531040000,ausf,free5gc,0.1,0.25,0.0000028425567169965764,,,,,,,,,
1724531070000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724531100000,ausf,free5gc,0.1,0.25,0.0000037483353788602534,,,,,,,,,
1724531130000,ausf,free5gc,0.1,0.25,0.000002638253294448018,,,,,,,,,
1724531160000,ausf,free5gc,0.1,0.25,0.00000218417348455984,,,,,,,,,
1724531190000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724531220000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724531250000,ausf,free5gc,0.1,0.25,0.000002792925974592777,,,,,,,,,
1724531280000,ausf,free5gc,0.1,0.25,0.000002498075754670482,,,,,,,,,
1724531310000,ausf,free5gc,0.1,0.25,0.00000357898719462158,,,,,,,,,
1724531340000,ausf,free5gc,0.1,0.25,0.000003142657241229511,,,,,,,,,
1724531370000,ausf,free5gc,0.1,0.25,0.0000022216537043205414,,,,,,,,,
1724531400000,ausf,free5gc,0.1,0.25,0.0000033289486047639345,,,,,,,,,
1724531430000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724531460000,ausf,free5gc,0.1,0.25,0.000002580631916034387,,,,,,,,,
1724531490000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724531520000,ausf,free5gc,0.1,0.25,0.000003293488750011007,,,,,,,,,
1724531550000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724531580000,ausf,free5gc,0.1,0.25,0.0000029154085257646467,,,,,,,,,
1724531610000,ausf,free5gc,0.1,0.25,0.0000021962233855799506,,,,,,,,,
1724531640000,ausf,free5gc,0.1,0.25,0.0000027524735214472964,,,,,,,,,
1724531670000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724531700000,ausf,free5gc,0.1,0.25,0.000003742101614328428,,,,,,,,,
1724531730000,ausf,free5gc,0.1,0.25,0.0000048294902602221665,,,,,,,,,
1724531760000,ausf,free5gc,0.1,0.25,0.0000026565688499165706,,,,,,,,,
1724531790000,ausf,free5gc,0.1,0.25,0.0000020950632393840886,,,,,,,,,
1724531820000,ausf,free5gc,0.1,0.25,0.000002440046956477644,,,,,,,,,
1724531850000,ausf,free5gc,0.1,0.25,0.00000228757599072891,,,,,,,,,
1724531880000,ausf,free5gc,0.1,0.25,0.0000025040165782870415,,,,,,,,,
1724531910000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724531940000,ausf,free5gc,0.1,0.25,0.0000035615527418394604,,,,,,,,,
1724531970000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724532000000,ausf,free5gc,0.1,0.25,0.0000027959357680246837,,,,,,,,,
1724532030000,ausf,free5gc,0.1,0.25,0.0000025636292563746128,,,,,,,,,
1724532060000,ausf,free5gc,0.1,0.25,0.0000018741846927923804,,,,,,,,,
1724532090000,ausf,free5gc,0.1,0.25,0.0000025799661808180703,,,,,,,,,
1724532120000,ausf,free5gc,0.1,0.25,0.0000025510682159094944,,,,,,,,,
1724532150000,ausf,free5gc,0.1,0.25,0.0000021712257755950335,,,,,,,,,
1724532180000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724532210000,ausf,free5gc,0.1,0.25,0.0000027298898185564016,,,,,,,,,
1724532240000,ausf,free5gc,0.1,0.25,0.0000023309101963255035,,,,,,,,,
1724532270000,ausf,free5gc,0.1,0.25,0.000002834309343266739,,,,,,,,,
1724532300000,ausf,free5gc,0.1,0.25,0.0000029961818970058315,,,,,,,,,
1724532330000,ausf,free5gc,0.1,0.25,0.000002607856403588674,,,,,,,,,
1724532360000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724532390000,ausf,free5gc,0.1,0.25,0.0000033192126879789828,,,,,,,,,
1724532420000,ausf,free5gc,0.1,0.25,0.0000029182692309290876,,,,,,,,,
1724532450000,ausf,free5gc,0.1,0.25,0.000003849968287127805,,,,,,,,,
1724532480000,ausf,free5gc,0.1,0.25,0.000003900713080188512,,,,,,,,,
1724532510000,ausf,free5gc,0.1,0.25,0.0000029488498414115935,,,,,,,,,
1724532540000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724532570000,ausf,free5gc,0.1,0.25,0.0000026015130792356553,,,,,,,,,
1724532600000,ausf,free5gc,0.1,0.25,0.000002966724388126865,,,,,,,,,
1724532630000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724532660000,ausf,free5gc,0.1,0.25,0.000002981270690517194,,,,,,,,,
1724532690000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
1724532720000,ausf,free5gc,0.1,0.25,0.000002574559069333268,,,,,,,,,
1724532750000,ausf,free5gc,0.1,0.25,0.000001918469986682551,,,,,,,,,
1724532780000,ausf,free5gc,0.1,0.25,0.0000023307639306842917,,,,,,,,,
1724532810000,ausf,free5gc,0.1,0.25,0.0000024933081507846016,,,,,,,,,
1724532840000,ausf,free5gc,0.1,0.25,0.000002674810694335501,,,,,,,,,
1724532870000,ausf,free5gc,0.1,0.25,0.000002134064559089463,,,,,,,,,
1724532900000,ausf,free5gc,0.1,0.25,0.0000026361833070100085,,,,,,,,,
1724532930000,ausf,free5gc,0.1,0.25,0.000003938848920796721,,,,,,,,,
1724532960000,ausf,free5gc,0.1,0.25,0.0000031834262175702946,,,,,,,,,
1724532990000,ausf,free5gc,0.1,0.25,0.0000036183866258813543,,,,,,,,,
1724533020000,ausf,free5gc,0.1,0.25,0.0000034408715885960755,,,,,,,,,
1724533050000,ausf,free5gc,0.1,0.25,0.000002773999616141497,,,,,,,,,
1724533080000,ausf,free5gc,0.1,0.25,0.0000014406321760876277,,,,,,,,,
1724533110000,ausf,free5gc,0.1,0.25,0.0000023424759079870864,,,,,,,,,
1724533140000,ausf,free5gc,0.1,0.25,0.000004354929433501354,,,,,,,,,
1724533170000,ausf,free5gc,0.1,0.25,0.000004158180501978053,,,,,,,,,
1724533200000,ausf,free5gc,0.1,0.25,0.0000029262556694020775,,,,,,,,,
1724533230000,ausf,free5gc,0.1,0.25,0.0000023722350835487027,,,,,,,,,
1724533260000,ausf,free5gc,0.1,0.25,0,,,,,,,,,
